,mal_id,episodes,airing,duration,rating,score,scored_by,rank,popularity,year,genres,Action,Adventure,Award Winning,Comedy,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
14,959,26.0,False,24,14,7.28,2789.0,2740.0,6492,2001.0,"Adventure,Drama,Romance",0,1,0,0,1,0,0,0,1,0,0,0,0,0
15,960,26.0,False,20,14,7.22,1509.0,3048.0,8956,2005.0,"Adventure,Drama,Romance",0,1,0,0,1,0,0,0,1,0,0,0,0,0
16,961,35.0,False,22,14,7.11,4576.0,3645.0,5955,1995.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,962,26.0,False,24,0,8.17,29313.0,390.0,2350,2006.0,"Fantasy,Sci-Fi,Slice of Life",0,0,0,0,0,1,0,0,0,1,1,0,0,0
19,964,8.0,False,14,16,5.48,2478.0,11466.0,7405,2004.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,965,13.0,False,24,10,6.96,1767.0,4318.0,8130,2006.0,"Comedy,Fantasy,Slice of Life",0,0,0,1,0,1,0,0,0,0,1,0,0,0
22,967,109.0,False,25,16,7.96,44005.0,662.0,1674,1984.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
23,968,25.0,False,25,18,6.83,822.0,4875.0,9034,2006.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
24,969,26.0,False,25,14,7.58,58920.0,1489.0,1809,2006.0,"Action,Adventure,Drama,Fantasy,Romance",1,1,0,0,1,1,0,0,1,0,0,0,0,0
0,970,47.0,False,24,14,7.33,2267.0,2485.0,7529,1991.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,971,50.0,False,24,0,7.03,11001.0,3990.0,4392,2003.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,973,24.0,False,24,14,6.52,3600.0,6525.0,5746,2006.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
10,980,26.0,False,12,0,6.32,1499.0,7615.0,7976,2002.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
18,988,12.0,False,26,14,5.96,257.0,9489.0,11292,2005.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,990,13.0,False,25,14,7.1,22137.0,3658.0,3083,2006.0,"Comedy,Drama,Fantasy,Romance",0,0,0,1,1,1,0,0,1,0,0,0,0,0
22,992,13.0,False,25,14,7.08,8586.0,3783.0,4902,1999.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,996,34.0,False,24,14,7.95,56028.0,679.0,1872,1996.0,"Adventure,Comedy,Drama,Fantasy,Romance",0,1,0,1,1,1,0,0,1,0,0,0,0,0
3,998,26.0,False,23,14,7.0,10555.0,4129.0,3940,1994.0,"Action,Adventure,Drama,Horror,Mystery,Romance,Supernatural",1,1,0,0,1,0,1,1,1,0,0,0,1,0
5,1000,42.0,False,25,14,7.7,10581.0,1176.0,3560,1978.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
10,1005,26.0,False,22,14,6.59,5951.0,6099.0,5591,2001.0,"Adventure,Fantasy,Sci-Fi",0,1,0,0,0,1,0,0,0,1,0,0,0,0
18,1013,24.0,False,25,18,7.18,15449.0,3273.0,2752,2006.0,"Mystery,Supernatural",0,0,0,0,0,0,0,1,0,0,0,0,1,0
22,1017,24.0,False,25,14,7.09,15610.0,3738.0,3159,1998.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
23,1018,23.0,False,24,14,6.76,7206.0,5249.0,4904,1999.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
24,1019,13.0,False,24,14,6.5,8048.0,6680.0,4387,2002.0,"Action,Boys Love,Drama,Supernatural",1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1021,44.0,False,24,14,7.31,4042.0,2575.0,5501,1999.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,1022,12.0,False,24,14,6.87,3510.0,4720.0,6311,1998.0,"Action,Adventure,Comedy,Drama,Sci-Fi",1,1,0,1,1,0,0,0,0,1,0,0,0,0
5,1025,13.0,False,25,16,6.97,8222.0,4256.0,3876,1999.0,"Adventure,Comedy,Sci-Fi,Slice of Life",0,1,0,1,0,0,0,0,0,1,1,0,0,0
15,1035,26.0,False,9,14,6.47,1250.0,6806.0,8847,2005.0,"Adventure,Boys Love,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
17,1037,6.0,False,25,14,5.97,2779.0,9422.0,6425,2003.0,"Action,Fantasy,Supernatural",1,0,0,0,0,1,0,0,0,0,0,0,1,0
20,1040,47.0,False,25,14,7.22,1255.0,3039.0,8223,1996.0,"Drama,Romance,Slice of Life",0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,1045,12.0,False,24,14,7.0,10624.0,4137.0,4189,1996.0,"Adventure,Comedy,Fantasy,Ecchi",0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1046,12.0,False,24,14,7.03,6804.0,3996.0,5534,1997.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
3,1048,13.0,False,25,14,6.33,8056.0,7582.0,4181,2001.0,"Horror,Supernatural",0,0,0,0,0,0,1,0,0,0,0,0,1,0
5,1050,76.0,False,25,14,7.49,38611.0,1834.0,2124,2003.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
11,1057,16.0,False,3,16,6.2,2815.0,8298.0,7063,1999.0,"Action,Comedy,Ecchi",1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,1060,24.0,False,8,16,7.37,19897.0,2301.0,2960,1999.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,1062,27.0,False,1,18,6.44,5099.0,6964.0,5891,1999.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1065,101.0,False,25,14,8.0,10515.0,599.0,3634,1985.0,"Drama,Romance,Sports",0,0,0,0,1,0,0,0,1,0,0,1,0,0
19,1067,12.0,False,25,18,6.53,13334.0,6462.0,3588,2006.0,"Action,Drama,Fantasy,Romance,Sci-Fi",1,0,0,0,1,1,0,0,1,1,0,0,0,0
20,1068,54.0,False,25,14,6.85,1212.0,4789.0,9027,1976.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,1069,40.0,False,23,14,7.45,3758.0,1952.0,6852,1977.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
22,1070,25.0,False,24,14,6.48,2033.0,6744.0,6659,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1082,24.0,False,24,14,6.78,4947.0,5136.0,5233,2004.0,"Comedy,Drama,Mystery,Sci-Fi,Ecchi",0,0,0,1,1,0,0,1,0,1,0,0,0,0
8,1083,13.0,False,24,14,6.25,869.0,8026.0,8842,2003.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
11,1086,26.0,False,23,14,7.14,7800.0,3457.0,4563,2004.0,"Action,Adventure,Comedy,Romance,Sci-Fi",1,1,0,1,0,0,0,0,1,1,0,0,0,0
12,1087,48.0,False,25,14,7.53,12677.0,1665.0,3101,1987.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
13,1088,36.0,False,25,14,7.9,36139.0,758.0,1912,1982.0,"Action,Romance,Sci-Fi",1,0,0,0,0,0,0,0,1,1,0,0,0,0
18,1093,136.0,False,23,14,6.93,681.0,4424.0,8818,1988.0,"Comedy,Gourmet,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,1097,13.0,False,26,16,5.95,3382.0,9548.0,6015,2003.0,"Drama,Supernatural,Ecchi",0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,1098,13.0,False,23,14,5.91,4167.0,9705.0,6136,2001.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
3,1103,13.0,False,24,14,6.64,4959.0,5899.0,4798,2003.0,"Comedy,Romance,Sci-Fi,Ecchi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,1104,13.0,False,24,14,6.89,3346.0,4608.0,6601,2004.0,"Comedy,Romance,Sci-Fi,Ecchi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
8,1108,26.0,False,24,14,7.07,7079.0,3822.0,5000,1999.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
10,1110,39.0,False,25,10,7.2,23673.0,3126.0,3211,2004.0,"Adventure,Comedy,Fantasy,Romance",0,1,0,1,0,1,0,0,1,0,0,0,0,0
22,1123,25.0,False,24,10,6.68,3522.0,5655.0,6889,2005.0,"Adventure,Fantasy,Supernatural",0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,1126,13.0,False,47,14,7.2,3465.0,3151.0,5467,2001.0,"Sci-Fi,Slice of Life",0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1127,12.0,False,23,16,6.77,7511.0,5159.0,4678,2002.0,"Comedy,Sci-Fi,Ecchi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1128,12.0,False,23,16,7.01,4376.0,4100.0,6271,2003.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,1132,50.0,False,23,10,7.16,95793.0,3388.0,1449,2002.0,"Action,Adventure,Comedy,Drama,Fantasy",1,1,0,1,1,1,0,0,0,0,0,0,0,0
5,1133,26.0,False,24,14,7.15,14606.0,3429.0,3880,2002.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
7,1136,26.0,False,24,18,6.57,4358.0,6236.0,5265,1999.0,"Action,Adventure,Drama,Horror,Mystery,Sci-Fi",1,1,0,0,1,0,1,1,0,1,0,0,0,0
8,1137,32.0,False,23,10,6.93,7999.0,4422.0,5155,2000.0,"Adventure,Drama,Fantasy,Sci-Fi",0,1,0,0,1,1,0,0,0,1,0,0,0,0
9,1138,52.0,False,24,10,7.08,32590.0,3760.0,2784,1999.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
10,1139,13.0,False,25,10,5.87,336.0,9870.0,13129,1998.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,1142,12.0,False,23,14,8.2,53875.0,356.0,1936,2006.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
16,1145,25.0,False,23,18,7.13,3030.0,3514.0,5308,2001.0,"Action,Drama,Mystery",1,0,0,0,1,0,0,1,0,0,0,0,0,0
20,1149,12.0,False,23,16,6.62,3673.0,5986.0,6484,2004.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
2,1156,4.0,False,27,18,5.99,3947.0,9361.0,6078,2001.0,"Action,Drama,Mystery,Sci-Fi",1,0,0,0,1,0,0,1,0,1,0,0,0,0
3,1157,25.0,False,24,14,6.18,16470.0,8374.0,3586,2001.0,"Action,Adventure,Fantasy,Sci-Fi",1,1,0,0,0,1,0,0,0,1,0,0,0,0
7,1161,25.0,False,24,16,6.61,2083.0,6035.0,7208,1997.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
9,1163,48.0,False,15,14,6.6,3134.0,6060.0,5326,1998.0,"Adventure,Horror",0,1,0,0,0,0,1,0,0,0,0,0,0,0
10,1164,24.0,False,23,14,7.16,9117.0,3358.0,4522,2001.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
13,1167,12.0,False,24,18,5.94,2874.0,9574.0,6400,2004.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1172,26.0,False,23,14,7.81,29514.0,935.0,2884,1997.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
20,1175,13.0,False,25,14,6.45,1316.0,6889.0,8373,1994.0,"Comedy,Sci-Fi,Sports",0,0,0,1,0,0,0,0,0,1,0,1,0,0
24,1179,26.0,False,25,14,7.0,1942.0,4140.0,7007,2001.0,"Action,Adventure,Sci-Fi,Supernatural",1,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1180,25.0,False,24,18,7.08,3170.0,3788.0,5928,1997.0,"Action,Comedy,Romance,Sci-Fi",1,0,0,1,0,0,0,0,1,1,0,0,0,0
4,1184,26.0,False,22,14,7.03,6760.0,4025.0,5033,1998.0,"Adventure,Comedy,Drama,Sci-Fi",0,1,0,1,1,0,0,0,0,1,0,0,0,0
6,1186,26.0,False,22,10,6.92,3361.0,4487.0,6344,1997.0,"Adventure,Sci-Fi,Sports",0,1,0,0,0,0,0,0,0,1,0,1,0,0
8,1188,23.0,False,6,14,6.05,906.0,9033.0,9781,1998.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,1189,26.0,False,24,14,6.55,2475.0,6329.0,7305,1999.0,"Action,Adventure,Fantasy,Romance,Sci-Fi",1,1,0,0,0,1,0,0,1,1,0,0,0,0
13,1193,13.0,False,24,10,6.39,1837.0,7260.0,7833,2005.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
14,1194,12.0,False,24,14,6.62,8580.0,5988.0,4649,2006.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
15,1195,13.0,False,23,14,7.22,458807.0,3027.0,219,2006.0,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi",1,1,0,1,0,1,0,0,1,0,0,0,0,0
16,1196,12.0,False,5,14,7.16,3432.0,3360.0,6392,2005.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1198,12.0,False,25,14,6.55,7646.0,6349.0,4753,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
19,1200,26.0,False,25,14,5.46,1307.0,11522.0,6730,2006.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
3,1210,24.0,False,23,16,8.31,329438.0,244.0,261,2006.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
5,1212,26.0,False,25,10,7.51,24676.0,1768.0,2987,2006.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
6,1214,10.0,False,24,0,6.86,6840.0,4768.0,4569,2006.0,"Comedy,Drama,Slice of Life",0,0,0,1,1,0,0,0,0,0,1,0,0,0
10,1218,13.0,False,23,14,6.69,22944.0,5628.0,3047,2006.0,"Comedy,Romance,Ecchi",0,0,0,1,0,0,0,0,1,0,0,0,0,0
11,1219,24.0,False,23,16,6.75,8467.0,5297.0,4605,2006.0,"Comedy,Drama,Romance,Ecchi",0,0,0,1,1,0,0,0,1,0,0,0,0,0
13,1221,52.0,False,24,10,6.45,15104.0,6917.0,3663,2006.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
14,1222,26.0,False,25,14,7.25,99282.0,2901.0,1017,2006.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
16,1224,13.0,False,24,14,6.05,4517.0,9045.0,5531,2002.0,"Action,Adventure,Fantasy,Romance,Sci-Fi",1,1,0,0,0,1,0,0,1,1,0,0,0,0
18,1226,13.0,False,24,14,5.92,2966.0,9686.0,6386,1999.0,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",1,1,0,1,1,0,0,0,1,1,0,0,0,0
21,1230,12.0,False,23,14,6.78,10325.0,5139.0,4156,2006.0,"Adventure,Drama,Sci-Fi",0,1,0,0,1,0,0,0,0,1,0,0,0,0
22,1231,26.0,False,25,14,7.28,7376.0,2738.0,5322,1998.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
2,1236,73.0,False,25,0,7.0,949.0,4180.0,9897,1978.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
5,1239,39.0,False,24,14,7.63,60458.0,1339.0,1803,1995.0,"Fantasy,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,1243,24.0,False,24,18,6.73,10106.0,5416.0,3878,2006.0,"Drama,Mystery,Sci-Fi,Supernatural",0,0,0,0,1,0,0,1,0,1,0,0,1,0
11,1246,13.0,False,24,18,7.06,3640.0,3869.0,5660,2004.0,"Action,Drama,Mystery,Suspense",1,0,0,0,1,0,0,1,0,0,0,0,0,1
12,1247,6.0,False,45,14,6.59,1161.0,6126.0,9006,2006.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
14,1249,26.0,False,24,14,6.91,4102.0,4525.0,5742,2001.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
15,1250,26.0,False,24,14,7.25,44581.0,2907.0,2085,2005.0,"Action,Adventure,Fantasy,Romance",1,1,0,0,0,1,0,0,1,0,0,0,0,0
16,1251,39.0,False,25,14,7.52,19602.0,1732.0,2573,1990.0,"Adventure,Comedy,Romance,Sci-Fi",0,1,0,1,0,0,0,0,1,1,0,0,0,0
19,1254,114.0,False,24,14,7.75,100359.0,1069.0,1243,1986.0,"Action,Adventure,Fantasy,Sci-Fi",1,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1261,54.0,False,24,0,7.07,5720.0,3811.0,5518,1990.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1264,39.0,False,23,14,7.08,9257.0,3792.0,4890,1988.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,1279,39.0,False,27,14,7.74,5516.0,1094.0,5572,1982.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,1281,19.0,False,24,14,7.74,87803.0,1088.0,1135,2000.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
5,1292,5.0,False,27,16,7.36,198617.0,2318.0,613,2007.0,"Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1293,195.0,False,25,14,7.73,18452.0,1099.0,2204,1981.0,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",1,1,0,1,1,0,0,0,1,1,0,0,0,0
12,1300,24.0,False,10,10,6.55,1248.0,6374.0,8756,1999.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,1312,26.0,False,25,14,7.15,3014.0,3409.0,6353,1999.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
18,1313,50.0,False,25,10,7.23,142067.0,2990.0,1066,2000.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
19,1314,26.0,False,25,14,6.29,581.0,7817.0,10405,1998.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,1316,52.0,False,24,10,7.29,11254.0,2691.0,4871,2005.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,1325,25.0,False,24,14,6.52,1841.0,6531.0,7338,1996.0,"Adventure,Drama,Fantasy",0,1,0,0,1,1,0,0,0,0,0,0,0,0
24,1327,58.0,False,24,14,7.42,6368.0,2072.0,5292,1993.0,"Romance,Sports",0,0,0,0,0,0,0,0,1,0,0,1,0,0
4,1333,26.0,False,25,0,6.05,398.0,9054.0,12636,1984.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
7,1337,25.0,False,24,14,6.18,825.0,8372.0,8809,1973.0,"Comedy,Fantasy,Horror,Supernatural",0,0,0,1,0,1,1,0,0,0,0,0,1,0
19,1349,12.0,False,24,14,5.91,4231.0,9707.0,5776,1999.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1356,43.0,False,25,18,7.56,13374.0,1581.0,3889,1987.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
15,1371,13.0,False,25,14,7.13,2701.0,3560.0,6233,2004.0,"Adventure,Drama,Sci-Fi,Supernatural",0,1,0,0,1,0,0,0,0,1,0,0,1,0
16,1372,47.0,False,24,14,7.55,9641.0,1594.0,3650,1996.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1374,26.0,False,23,14,7.22,9528.0,3034.0,4483,2005.0,"Action,Horror,Sci-Fi",1,0,0,0,0,0,1,0,0,1,0,0,0,0
19,1375,40.0,False,23,0,7.69,6441.0,1209.0,5093,1990.0,"Comedy,Romance,Slice of Life",0,0,0,1,0,0,0,0,1,0,1,0,0,0
21,1377,13.0,False,25,14,6.65,1381.0,5797.0,8428,2004.0,"Drama,Sci-Fi",0,0,0,0,1,0,0,0,0,1,0,0,0,0
10,1391,37.0,False,24,14,7.45,2304.0,1954.0,6653,1991.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,1397,49.0,False,25,14,7.18,11977.0,3279.0,3903,1994.0,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",1,1,0,1,1,0,0,0,1,1,0,0,0,0
3,1409,5.0,False,5,14,6.5,1543.0,6682.0,8626,2003.0,"Sci-Fi,Sports",0,0,0,0,0,0,0,0,0,1,0,1,0,0
4,1410,13.0,False,24,14,7.25,5324.0,2915.0,5970,2006.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,1412,23.0,False,25,14,7.63,31150.0,1359.0,1998,1971.0,"Action,Adventure,Comedy,Mystery",1,1,0,1,0,0,0,1,0,0,0,0,0,0
19,1425,155.0,False,25,14,7.77,11795.0,1008.0,3686,1977.0,"Action,Adventure,Comedy,Mystery",1,1,0,1,0,0,0,1,0,0,0,0,0,0
20,1426,50.0,False,24,16,7.29,6474.0,2655.0,4531,1984.0,"Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0
11,1442,13.0,False,23,16,5.74,3329.0,10429.0,6669,1999.0,"Action,Adventure,Fantasy,Sci-Fi,Supernatural",1,1,0,0,0,1,0,0,0,1,0,0,1,0
14,1445,52.0,False,25,14,6.67,7391.0,5707.0,5234,1967.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,1448,52.0,False,23,14,6.84,5835.0,4857.0,5686,1981.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,1450,26.0,False,24,14,7.25,3384.0,2905.0,5536,2000.0,"Adventure,Comedy,Drama,Sci-Fi",0,1,0,1,1,0,0,0,0,1,0,0,0,0
19,1453,96.0,False,25,16,8.19,18398.0,364.0,2477,1986.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
20,1454,13.0,False,23,16,7.35,19571.0,2364.0,2416,2006.0,"Action,Horror,Romance,Supernatural",1,0,0,0,0,0,1,0,1,0,0,0,1,0
22,1456,12.0,False,23,14,6.39,1566.0,7227.0,8300,2003.0,"Action,Adventure,Mystery",1,1,0,0,0,0,0,1,0,0,0,0,0,0
24,1458,26.0,False,25,0,6.2,879.0,8247.0,9470,1975.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1459,49.0,False,25,18,7.45,5571.0,1969.0,5090,1992.0,"Action,Adventure,Drama,Romance,Sci-Fi",1,1,0,0,1,0,0,0,1,1,0,0,0,0
3,1465,10.0,False,22,18,6.82,2384.0,4929.0,7673,2001.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,1466,26.0,False,23,14,6.57,1086.0,6255.0,8408,1997.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,1469,48.0,False,24,14,6.8,23100.0,5035.0,3220,1999.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
7,1470,51.0,False,24,14,7.91,23425.0,738.0,2328,1987.0,"Action,Comedy,Mystery",1,0,0,1,0,0,0,1,0,0,0,0,0,0
8,1471,63.0,False,25,14,8.06,10920.0,532.0,4196,1988.0,"Action,Comedy,Mystery",1,0,0,1,0,0,0,1,0,0,0,0,0,0
9,1472,13.0,False,24,14,7.8,8808.0,960.0,4597,1989.0,"Action,Comedy,Mystery",1,0,0,1,0,0,0,1,0,0,0,0,0,0
10,1473,13.0,False,23,14,7.75,8653.0,1051.0,4407,1991.0,"Action,Comedy,Mystery",1,0,0,1,0,0,0,1,0,0,0,0,0,0
19,1482,103.0,False,23,14,8.01,284161.0,594.0,285,2006.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
20,1483,24.0,False,23,18,7.6,5565.0,1448.0,4131,1998.0,"Adventure,Drama,Mystery",0,1,0,0,1,0,0,1,0,0,0,0,0,0
22,1485,35.0,False,25,0,7.81,8360.0,925.0,4475,1996.0,"Comedy,Drama",0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,1486,102.0,False,24,14,8.06,26925.0,522.0,2562,1996.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
2,1490,26.0,False,24,14,7.06,3258.0,3851.0,5700,2003.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
3,1491,113.0,False,24,0,7.79,6931.0,983.0,3556,1978.0,"Adventure,Drama,Sci-Fi",0,1,0,0,1,0,0,0,0,1,0,0,0,0
4,1492,26.0,False,24,18,6.93,3812.0,4428.0,5379,2001.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1493,26.0,False,24,18,6.98,2183.0,4234.0,7600,2001.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
10,1498,12.0,False,25,18,7.1,55094.0,3683.0,1979,2006.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
14,1502,26.0,False,23,10,6.82,2310.0,4955.0,6874,1996.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
19,1508,20.0,False,25,18,6.15,2422.0,8507.0,6471,2000.0,"Drama,Horror,Sci-Fi",0,0,0,0,1,0,1,0,0,1,0,0,0,0
20,1509,13.0,False,25,14,6.61,12505.0,6034.0,4270,2006.0,"Adventure,Comedy,Romance",0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,1516,153.0,False,22,14,7.07,13375.0,3807.0,3828,2006.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
3,1517,26.0,False,24,14,6.8,4747.0,5017.0,5276,1998.0,"Action,Comedy,Drama,Fantasy,Horror,Romance,Sci-Fi",1,0,0,1,1,1,1,0,1,1,0,0,0,0
4,1519,12.0,False,23,18,8.17,312786.0,391.0,417,2006.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1524,13.0,False,25,0,7.22,4170.0,3060.0,4856,2004.0,"Drama,Fantasy,Slice of Life,Supernatural",0,0,0,0,1,1,0,0,0,0,1,0,1,0
13,1530,24.0,False,24,14,7.95,135516.0,671.0,868,2006.0,"Drama,Romance,Supernatural",0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,1532,12.0,False,24,14,6.63,23297.0,5941.0,3023,2005.0,"Boys Love,Comedy,Drama",0,0,0,1,1,0,0,0,0,0,0,0,0,0
